dictId,index,tier,term,base,level,definition,vocabPattern,matchSummary
colloc,1294,weak,Pen friend/pal,pen,B2,A friend communicated with by letter,,[weak] term:friend (term_word)
colloc,1296,weak,Idle threat,threat,C1,A threat with no intention of being carried out,,[weak] term:threat (term_word); [weak] base:threat (base_word)
colloc,1297,weak,Bomb threat,threat,B2,A warning that a bomb has been planted,,[weak] term:bomb (term_word)
colloc,1298,weak,Death threat,threat,B2,A threat to kill someone,,[weak] term:threat (term_word); [weak] base:threat (base_word)
colloc,1300,weak,Spend time,time,A2,Use time for a specific activity,,[weak] term:time (term_word); [weak] base:time (base_word)
colloc,1301,weak,Make time,time,B2,Create time for something despite being busy,,[weak] term:time (term_word); [weak] base:time (base_word)
colloc,1302,weak,Find the time,time,B2,Manage to have time for something,,[weak] term:time (term_word); [weak] base:time (base_word)
colloc,1303,weak,Take time,time,A2,Require a significant amount of time,,[weak] term:time (term_word); [weak] base:time (base_word)
colloc,1313,weak,Tool kit,tool,B2,A set of tools for a specific purpose,,[weak] term:tools (term_word); [weak] base:tools (base_word)
colloc,1314,weak,Tool box,tool,A2,A container for holding tools,,[weak] term:tools (term_word); [weak] base:tools (base_word)
colloc,1325,weak,Tough luck,tough,B2,Bad luck (often unsympathetic),,[weak] term:luck (term_word)
colloc,1329,weak,The town of...,town,A2,A specific town named,,[weak] term:town (term_word); [weak] base:town (base_word)
colloc,1330,weak,The outskirts/edge of town,town,B2,The area where a town meets the countryside,,[weak] term:town (term_word); [weak] base:town (base_word)
colloc,1331,weak,Town centre,town,A2,The main commercial area of a town,,[weak] term:town (term_word); [weak] base:town (base_word)
colloc,1333,weak,Lose track of time/etc.,track,B2,Forget how much time has passed or details,,[weak] term:time (term_word)
colloc,1341,weak,Treat an illness/etc.,treat,B2,Provide medical care for an illness,,[weak] term:illness (term_word)
colloc,1348,weak,Come to / reach an understanding,understanding,B2,Reach an agreement,,[weak] term:reach (term_word)
colloc,1359,weak,It's / there's no use doing...,use,B1,Doing something is pointless,,[weak] term:doing (term_word)
colloc,1368,weak,In someone's view,view,B2,According to someone's opinion,,[weak] term:'s (term_word)
colloc,1386,weak,Weak argument,weak,B2,An argument lacking evidence or logic,,[weak] term:argument (term_word)
colloc,1389,weak,Good/bad/etc. weather,weather,A2,Describing weather conditions,,[weak] term:weather (term_word); [weak] base:weather (base_word)
colloc,1390,weak,Freak weather,weather,C1,Unusual or unexpected weather,,[weak] term:weather (term_word); [weak] base:weather (base_word)
colloc,1391,weak,In all weathers,weather,B2,In every type of weather condition,,[weak] term:weather (term_word); [weak] base:weather (base_word)
colloc,1393,weak,Weather forecast,weather,A2,Prediction of future weather,,[weak] term:weather (term_word); [weak] base:weather (base_word)
colloc,1394,weak,Weatherproof,weather,B2,Resistant to weather damage,,[weak] base:weather (base_word)
colloc,1398,weak,Web page,web,A2,A single page on a website,,[weak] term:page (term_word)
colloc,1404,weak,Wedding cake,wedding,A2,A cake served at weddings,,[weak] term:weddings (term_word); [weak] term:cake (term_word); [weak] base:weddings (base_word)
colloc,1406,weak,Wedding dress,wedding,A2,The dress worn by a bride,,[weak] term:dress (term_word)
colloc,1407,weak,Wedding invitation,wedding,A2,A card inviting guests to a wedding,,[weak] term:wedding (term_word); [weak] base:wedding (base_word)
colloc,1408,weak,Wedding ring,wedding,A2,A ring symbolizing marriage,,[weak] term:ring (term_word)
colloc,1409,weak,Wedding present,wedding,A2,A gift given to celebrate a wedding,,[weak] term:wedding (term_word); [weak] base:wedding (base_word)
colloc,1412,weak,Light/strong wind,wind,A2,Wind intensity,,[weak] term:wind (term_word); [weak] base:wind (base_word)
colloc,1413,weak,Gust of wind,wind,B2,A sudden strong wind,,[weak] term:wind (term_word); [weak] base:wind (base_word)
colloc,1417,weak,Cut (of) the window,window,B2,Design/style of a window (architectural),,[weak] term:window (term_word); [weak] base:window (base_word)
colloc,1433,weak,At work,work,A2,Engaged in working,,[weak] term:working (term_word); [weak] base:working (base_word)
colloc,1438,weak,(Take a turn) for the worse,worse,B2,Suddenly become worse,,[weak] term:worse (term_word); [weak] base:worse (base_word)
colloc,1450,weak,Years of age,years,A2,Age in years,,[weak] term:years (term_word); [weak] term:age (term_word); [weak] base:years (base_word)
colloc,1452,weak,Year on year,years,B2,Comparing data to the same period in previous years,,[weak] term:years (term_word); [weak] base:years (base_word)
colloc,1454,weak,Not/never in a million years,years,B2,Absolutely never,,[weak] term:never (term_word)
colloc,1455,weak,Leap year,years,A2,A year with 366 days (February 29),,[weak] term:year (term_word); [weak] base:year (base_word)
colloc,1462,weak,Broadly/generally speaking,speak,B2,In a general sense,,[weak] term:general (term_word)
colloc,1473,weak,Steady yourself,steady,C1,Prepare yourself mentally or physically,,[weak] term:yourself (term_word)
colloc,1476,weak,Steady relationship,steady,B2,A stable and committed relationship,,[weak] term:relationship (term_word)
colloc,1487,weak,Style sth/yourself as,style,C1,Present something/yourself in a particular way,,[weak] term:yourself (term_word)
colloc,1497,weak,British subject,subject,B2,A person under British sovereignty,,[weak] term:british (term_word)
colloc,1501,weak,Sunlight,sun,A2,Natural light from the sun,,[weak] base:sun (base_word)
colloc,1502,weak,Sunrise,sun,A2,The time when the sun appears in the morning,,[weak] base:sun (base_word)
colloc,1503,weak,Sunset,sun,A2,The time when the sun disappears in the evening,,[weak] base:sun (base_word)
colloc,1506,weak,Support pro ideas,support,B2,Agree with or advocate for certain ideas,,[weak] term:ideas (term_word)
colloc,1512,weak,Surface area,surface,B2,The total area of a surface,,[weak] term:surface (term_word); [weak] term:area (term_word); [weak] base:surface (base_word)
colloc,1513,weak,Kitchen surface,surface,A2,Countertop or workspace in a kitchen,,[weak] term:kitchen (term_word)
colloc,1514,weak,Set/lay/clear the table,table,A2,Prepare/clean the table for a meal,,[weak] term:table (term_word); [weak] base:table (base_word)
colloc,1517,weak,Table manners,table,B2,Etiquette for eating at a table,,[weak] term:table (term_word); [weak] base:table (base_word)
colloc,1522,weak,Be all/just talk,talk,C1,Talk without taking action,,[weak] term:talk (term_word); [weak] base:talk (base_word)
colloc,1530,weak,Tell yourself that,tell,B2,Convince yourself of something,,[weak] term:yourself (term_word)
colloc,1532,weak,Tell the time,tell,A2,Read the time from a clock,,[weak] term:time (term_word)
colloc,1537,weak,In the long/short term,term,B2,Over a long/short period,,[weak] term:long (term_word); [weak] term:short (term_word)
