dictId,index,tier,term,base,level,definition,vocabPattern,matchSummary
vocab,449,strong,basket,,A2,A basket is a container made of woven materials that is used to carry things.,an_term,[strong] term:basket (term_word)
vocab,450,strong,basketball,,A1,Basketball is a game played by two teams of five players who score by throwing a ball through a hoop.,term_is,[strong] term:basketball (term_word)
vocab,451,strong,bat,,A2,A bat is a piece of wood used to hit a ball in baseball or cricket.,an_term,[strong] term:bat (term_word)
vocab,454,strong,bath,,A1,A bath is the act of sitting in a tub of water in order to get clean.,an_term,[strong] term:bath (term_word)
vocab,455,strong,bathe,,B2,To bathe means to wash oneself with water.,to_term,[strong] term:bathe (term_word)
vocab,456,strong,bathroom,,A1,A bathroom is a room with a toilet and a sink or a bathtub.,an_term,[strong] term:bathroom (term_word)
vocab,457,strong,battery,,A2,A battery is an object placed inside something to supply it with electricity.,an_term,[strong] term:battery (term_word)
vocab,458,strong,battle,,B1,A battle is a fight between two armies during a war.,an_term,[strong] term:battle (term_word)
vocab,459,strong,bay,,B2,A bay is an area near the ocean where the land goes inward.,an_term,[strong] term:bay (term_word)
vocab,460,strong,be,,A1,To be means to exist or to happen.,to_term,[strong] term:be (term_word)
vocab,461,strong,beach,,A1,The beach is a sandy or rocky place by the ocean.,the_term,[strong] term:beach (term_word)
vocab,462,strong,bead,,B2,A bead is a drop of liquid.,an_term,[strong] term:bead (term_word)
vocab,463,strong,beak,,B2,"A beak is the hard, pointed part of a bird’s mouth.",an_term,[strong] term:beak (term_word)
vocab,464,strong,beam,,B2,A beam is a heavy bar.,an_term,[strong] term:beam (term_word)
vocab,465,strong,bean,,A2,A bean is a plant seed that is good to eat.,an_term,[strong] term:bean (term_word)
vocab,466,strong,bear,,A2,"A bear is a large, heavy animal with thick fur.",an_term,[strong] term:bear (term_word)
vocab,467,strong,bear,,B1,if you cannot bear something you cannot accept or do it because it makes you very unhappy,if_term,[strong] term:bear (term_word)
vocab,468,strong,beard,,B1,A beard is hair that grows on a man’s chin and cheeks.,an_term,[strong] term:beard (term_word)
vocab,469,strong,beast,,B2,A beast is a large and dangerous animal.,an_term,[strong] term:beast (term_word)
vocab,470,strong,beat,,B1,To beat someone means to do better than they do.,to_term,[strong] term:beat (term_word)
vocab,471,strong,beautiful,,A1,A beautiful thing is good to look at.,an_term,[strong] term:beautiful (term_word)
vocab,472,strong,beauty,,B1,Beauty is the state or quality of being beautiful.,term_is,[strong] term:beauty (term_word)
vocab,473,strong,because,,A1,Because introduces a reason for something.,,[strong] term:because (term_word)
vocab,474,strong,become,,A1,To become is to start to be something.,to_term,[strong] term:become (term_word)
vocab,475,strong,bed,,A1,A bed is a piece of furniture used for sleeping.,an_term,[strong] term:bed (term_word)
vocab,476,strong,bedroom,,A1,A bedroom is a room used for sleeping.,an_term,[strong] term:bedroom (term_word)
vocab,477,strong,bee,,A2,A bee is a flying insect that makes honey.,an_term,[strong] term:bee (term_word)
vocab,478,strong,beef,,A2,Beef is the meat from a cow.,term_is,[strong] term:beef (term_word)
vocab,479,strong,been,,A1,Been is the past participle of “be.”,term_is,[strong] term:been (term_word)
vocab,480,strong,beer,,A2,Beer is an alcoholic drink made from grain.,term_is,[strong] term:beer (term_word)
vocab,481,strong,before,,A1,Before means earlier than something.,term_means,[strong] term:before (term_word)
vocab,482,strong,beforehand,,B2,"If something is done beforehand, then it is done in advance.",if_term,[strong] term:beforehand (term_word)
vocab,483,strong,beg,,B2,To beg means to ask for something in a desperate way.,to_term,[strong] term:beg (term_word)
vocab,484,strong,begin,,A1,To begin means to start doing something.,to_term,[strong] term:begin (term_word)
vocab,485,strong,behalf,,B2,"If something is done on one’s behalf, it is done for that person by another.",if_term,[strong] term:behalf (term_word)
vocab,486,strong,behave,,A2,"To behave is to act in a particular way, especially to be good.",to_term,[strong] term:behave (term_word)
vocab,487,strong,behavior,,B1,Your behavior is the way you act.,,[strong] term:behavior (term_word)
vocab,489,strong,behind,,A1,Behind means to be at the back of something.,term_means,[strong] term:behind (term_word)
vocab,490,strong,being,,A2,A being is a living person or creature.,an_term,[strong] term:being (term_word)
vocab,491,strong,belief,,B1,A belief is a strong feeling that something is correct or true.,an_term,[strong] term:belief (term_word)
vocab,492,strong,believe,,A1,To believe is to think that something is true.,to_term,[strong] term:believe (term_word)
vocab,493,strong,bell,,A2,A bell is a metal object that makes a ringing sound when struck.,an_term,[strong] term:bell (term_word)
vocab,494,strong,belly,,B1,The belly is the stomach of a person or animal.,the_term,[strong] term:belly (term_word)
vocab,495,strong,belong,,A2,To belong means to be owned by or to be a member of something.,to_term,[strong] term:belong (term_word)
vocab,496,strong,beloved,,B2,"When something is beloved, it is very special and you like it very much.",,[strong] term:beloved (term_word)
vocab,497,strong,below,,A2,Below means in a lower position.,term_means,[strong] term:below (term_word)
vocab,498,strong,belt,,A2,A belt is a strip of leather or cloth worn around the waist.,an_term,[strong] term:belt (term_word)
vocab,499,strong,bench,,A2,A bench is a long seat for two or more people.,an_term,[strong] term:bench (term_word)
vocab,500,strong,bend,,B1,To bend is to move something so it is not straight.,to_term,[strong] term:bend (term_word)
vocab,501,strong,beneath,,B2,Beneath means under or lower than.,term_means,[strong] term:beneath (term_word)
vocab,502,strong,benefactor,,B2,A benefactor is a person who gives money to help someone.,an_term,[strong] term:benefactor (term_word)
vocab,503,strong,beneficial,,B2,"If something is beneficial, it is good for you.",if_term,[strong] term:beneficial (term_word)
vocab,508,strong,bent,,B1,Bent is the past tense of bend.,term_is,[strong] term:bent (term_word)
vocab,509,strong,berry,,A2,"A berry is a small, soft fruit.",an_term,[strong] term:berry (term_word)
vocab,510,strong,beside,,A1,Someone or something beside you is next to you.,,[strong] term:beside (term_word)
vocab,511,strong,best,,A1,The best person or thing is better than all the others.,the_term,[strong] term:best (term_word)
vocab,513,strong,bet,,B2,To bet is to risk money on the result of a game or a business.,to_term,[strong] term:bet (term_word)
vocab,514,strong,betray,,B2,To betray is to be disloyal to someone who trusts you.,to_term,[strong] term:betray (term_word)
vocab,515,strong,better,,A1,Better means of a higher quality or more enjoyable.,term_means,[strong] term:better (term_word)
vocab,516,strong,better,,B2,to achieve a better result than someone or something,,[strong] term:better (term_word)
vocab,518,strong,between,,A1,Between means in the space that separates two things.,term_means,[strong] term:between (term_word)
vocab,519,strong,beverage,,B2,A beverage is a drink.,an_term,[strong] term:beverage (term_word)
vocab,520,strong,beware,,B2,To beware means to be careful of something or someone that is dangerous.,to_term,[strong] term:beware (term_word)
vocab,521,strong,beyond,,B2,Beyond is used to say that one thing is more than another.,term_is,[strong] term:beyond (term_word)
vocab,522,strong,bias,,B2,A bias is a person’s likelihood to like one thing more than another thing.,an_term,[strong] term:bias (term_word)
vocab,524,strong,Bible,,B2,The Bible is the book of sacred writing in the Christian religion.,the_term,[strong] term:bible (term_word)
vocab,525,strong,bicycle,,A1,A bicycle is a two-wheeled vehicle powered by pedaling.,an_term,[strong] term:bicycle (term_word)
vocab,526,strong,bid,,B2,A bid to do something is an attempt to do it.,an_term,[strong] term:bid (term_word)
vocab,527,strong,big,,A1,Big means large in size or amount.,term_means,[strong] term:big (term_word)
vocab,528,strong,bike,,A1,A bike is a vehicle with two wheels powered by a human.,an_term,[strong] term:bike (term_word)
vocab,529,strong,bilingual,,B1,A bilingual person can speak two languages.,an_term,[strong] term:bilingual (term_word)
vocab,530,strong,bill,,A2,A bill is a statement of money owed for goods or for a service.,an_term,[strong] term:bill (term_word)
vocab,531,strong,billion,,A2,"A billion is a very large number: 1,000,000,000.",an_term,[strong] term:billion (term_word)
vocab,532,strong,billionaire,,B2,A billionaire is someone who has at least one billion dollars.,an_term,[strong] term:billionaire (term_word)
vocab,533,strong,bin,,A2,A bin is a container for storing things.,an_term,[strong] term:bin (term_word)
vocab,534,strong,bind,,B2,To bind people is to make them feel united together.,to_term,[strong] term:bind (term_word)
vocab,535,strong,binoculars,,B2,Binoculars are a device used for seeing things that are far away.,,[strong] term:binoculars (term_word)
vocab,536,strong,biodegradable,,B2,Materials that are biodegradable break down naturally into substances that do not harm the environment.,,[strong] term:biodegradable (term_word)
vocab,537,strong,biography,,B2,A biography is an account of someone’s life that is written by someone else.,an_term,[strong] term:biography (term_word)
vocab,538,strong,biological,,B2,Biological describes the process of life and living things.,,[strong] term:biological (term_word)
vocab,539,strong,biology,,B2,Biology is the study of living things.,term_is,[strong] term:biology (term_word)
vocab,540,strong,biosphere,,B2,The biosphere is the Earth’s surface and atmosphere where there are living things.,the_term,[strong] term:biosphere (term_word)
vocab,541,strong,biotechnology,,B2,"Biotechnology is the use of living parts, such as cells, in industry and technology.",term_is,[strong] term:biotechnology (term_word)
vocab,542,strong,bird,,A1,A bird is an animal with feathers and wings.,an_term,[strong] term:bird (term_word)
vocab,543,strong,birth,,A2,Birth is the time when a baby is born.,term_is,[strong] term:birth (term_word)
vocab,544,strong,birthday,,A1,A birthday is the anniversary of the day a person was born.,an_term,[strong] term:birthday (term_word)
vocab,545,strong,birthplace,,B2,A birthplace is a place where a person is born or where something started.,an_term,[strong] term:birthplace (term_word)
vocab,546,strong,bit,,A2,A bit is a small amount of something.,an_term,[strong] term:bit (term_word)
vocab,547,strong,bite,,A2,Bite is the act of using your teeth to cut and tear into something.,term_is,[strong] term:bite (term_word)
vocab,548,strong,bitter,,B2,A bitter person feels upset or angry about something.,an_term,[strong] term:bitter (term_word)
vocab,549,strong,bizarre,,B2,"When something is bizarre, it is very strange.",,[strong] term:bizarre (term_word)
vocab,550,strong,black,,A1,Black is the darkest color.,term_is,[strong] term:black (term_word)
vocab,551,strong,blackboard,,A2,A blackboard is a dark surface used for writing with chalk.,an_term,[strong] term:blackboard (term_word)
vocab,552,strong,blacksmith,,B2,A blacksmith is a person who makes things out of metal.,an_term,[strong] term:blacksmith (term_word)
vocab,553,strong,blade,,B2,"A blade is the flat, sharp part of a knife or sword.",an_term,[strong] term:blade (term_word)
vocab,554,strong,blame,,B1,To blame someone for something bad is to say they did it.,to_term,[strong] term:blame (term_word)
vocab,555,strong,blank,,A2,"When something is blank, it does not have anything on it.",,[strong] term:blank (term_word)
vocab,556,strong,blanket,,A2,A blanket is a piece of cloth that people use to keep warm or to sit upon.,an_term,[strong] term:blanket (term_word)
vocab,557,strong,blast,,B2,A blast is a powerful explosion.,an_term,[strong] term:blast (term_word)
vocab,558,strong,blaze,,B2,To blaze means to burn brightly or powerfully.,to_term,[strong] term:blaze (term_word)
vocab,559,strong,bleach,,B2,Bleach is a chemical used to make things white or to clean them.,term_is,[strong] term:bleach (term_word)
vocab,560,strong,bleed,,B2,To bleed is to lose blood.,to_term,[strong] term:bleed (term_word)
vocab,562,strong,blend,,B2,To blend is to mix two or more things together so that they become one thing.,to_term,[strong] term:blend (term_word)
vocab,563,strong,bless,,B2,To bless is to ask God for protection or help.,to_term,[strong] term:bless (term_word)
vocab,564,strong,blind,,B2,A blind person or animal cannot see.,an_term,[strong] term:blind (term_word)
vocab,565,strong,blink,,B1,To blink means to shut the eyes and quickly open them again.,to_term,[strong] term:blink (term_word)
vocab,566,strong,bliss,,B2,Bliss is a state of complete happiness.,term_is,[strong] term:bliss (term_word)
vocab,567,strong,blizzard,,B2,A blizzard is a severe snowstorm with strong winds.,an_term,[strong] term:blizzard (term_word)
vocab,570,strong,block,,B1,"A block is a solid piece of wood, stone, or ice.",an_term,[strong] term:block (term_word)
vocab,571,strong,blond,,A2,Blond is a pale yellow color.,term_is,[strong] term:blond (term_word)
vocab,572,strong,blonde,,A2,A blonde is a person with light-colored hair.,an_term,[strong] term:blonde (term_word)
vocab,573,strong,blood,,A2,Blood is the red liquid that flows through the body.,term_is,[strong] term:blood (term_word)
vocab,574,strong,bloom,,B2,To bloom is to produce an open flower.,to_term,[strong] term:bloom (term_word)
vocab,575,strong,blossom,,B2,A blossom is a flower or a mass of flowers on a tree or bush.,an_term,[strong] term:blossom (term_word)
vocab,576,strong,blouse,,A2,A blouse is a shirt worn by women.,an_term,[strong] term:blouse (term_word)
vocab,577,strong,blow,,A2,"To blow means to move air or move something through the air, as in the wind.",to_term,[strong] term:blow (term_word)
vocab,579,strong,blue,,A1,Blue is the color of the sky.,term_is,[strong] term:blue (term_word)
vocab,581,strong,blur,,B2,To blur is to make something unclear or difficult to see or remember.,to_term,[strong] term:blur (term_word)
vocab,582,strong,blurred,,B2,Something blurred is not seen clearly.,something_term,[strong] term:blurred (term_word)
vocab,583,strong,board,,A2,A board is a flat piece of wood.,an_term,[strong] term:board (term_word)
vocab,586,strong,boat,,A1,A boat is a vehicle that moves across water.,an_term,[strong] term:boat (term_word)
vocab,587,strong,body,,A1,A body is the whole physical structure of a person or animal.,an_term,[strong] term:body (term_word)
vocab,588,strong,boil,,A2,To boil means to heat a liquid until it bubbles and turns to gas.,to_term,[strong] term:boil (term_word)
vocab,589,strong,bold,,B2,A bold person is not afraid of doing something.,an_term,[strong] term:bold (term_word)
vocab,590,strong,bolt,,B2,A bolt is a metal bar that is used to fasten a door or window.,an_term,[strong] term:bolt (term_word)
vocab,591,strong,bomb,,B2,A bomb is an object that explodes and destroys large areas.,an_term,[strong] term:bomb (term_word)
vocab,595,strong,bone,,A2,A bone is a hard part of the body.,an_term,[strong] term:bone (term_word)
vocab,596,strong,bonus,,B2,A bonus is extra money given for good work.,an_term,[strong] term:bonus (term_word)
vocab,597,strong,book,,A1,A book is a set of printed sheets of paper that are held together inside a cover.,an_term,[strong] term:book (term_word)
vocab,598,strong,bookstore,,A2,A bookstore is a store that sells books.,an_term,[strong] term:bookstore (term_word)
vocab,599,strong,boom,,B2,"To boom means to make a loud, deep sound.",to_term,[strong] term:boom (term_word)
vocab,600,strong,boost,,B2,To boost something means to increase or improve it.,to_term,[strong] term:boost (term_word)
vocab,601,strong,boot,,A2,A boot is a heavy shoe that goes up above a person’s ankle.,an_term,[strong] term:boot (term_word)
vocab,602,strong,border,,B2,A border is the edge of an area.,an_term,[strong] term:border (term_word)
vocab,603,strong,bore,,B2,To bore someone means to make them tired or uninterested.,to_term,[strong] term:bore (term_word)
vocab,604,strong,boring,,A2,"If something is boring, it is not fun.",if_term,[strong] term:boring (term_word)
vocab,605,strong,born,,A1,"When a baby is born, it comes out of its mother’s body.",,[strong] term:born (term_word)
vocab,606,strong,borrow,,A2,To borrow something is to take it and then give it back later.,to_term,[strong] term:borrow (term_word)
vocab,607,strong,boss,,A2,A boss is a person in charge of other people at work.,an_term,[strong] term:boss (term_word)
vocab,608,strong,botany,,B2,Botany is the study of plants.,term_is,[strong] term:botany (term_word)
vocab,609,strong,both,,A1,Both means two things together.,term_means,[strong] term:both (term_word)
vocab,610,strong,bother,,B1,To bother is to make the effort to do something.,to_term,[strong] term:bother (term_word)
vocab,611,strong,bottle,,A1,A bottle is a container used for storing liquids.,an_term,[strong] term:bottle (term_word)
vocab,612,strong,bottom,,A2,"The bottom is the lowest part, point, or level of something.",the_term,[strong] term:bottom (term_word)
vocab,613,strong,bought,,A1,Bought is the past tense of buy.,term_is,[strong] term:bought (term_word)
vocab,614,strong,bounce,,A2,if a ball or other object bounces or if you bounce it it hits a surface then immediately moves away from it.,if_term,[strong] term:bounces (term_word)
vocab,615,strong,bounce,,B1,To bounce is to move up and away from a surface after hitting it.,to_term,[strong] term:bounce (term_word)
vocab,616,strong,bound,,B2,Bound means going to or intended for a particular place.,term_means,[strong] term:bound (term_word)
vocab,617,strong,boundary,,B2,A boundary is the line where one area of land stops and another begins.,an_term,[strong] term:boundary (term_word)
vocab,618,strong,bounds,,B2,Bounds is the area in a game in which plays are legal.,term_is,[strong] term:bounds (term_word)
vocab,619,strong,bow,,B2,A bow is a weapon made of curved wood and string that shoots arrows.,an_term,[strong] term:bow (term_word)
vocab,620,strong,bowl,,A1,A bowl is a dish with a round deep shape.,an_term,[strong] term:bowl (term_word)
vocab,621,strong,box,,A1,A box is a container with flat sides.,an_term,[strong] term:box (term_word)
vocab,622,strong,boxed,,B2,"When something is boxed, it is inside a package.",,[strong] term:boxed (term_word)
vocab,623,strong,boy,,A1,A boy is a male child.,an_term,[strong] term:boy (term_word)
vocab,624,strong,brain,,A2,The brain is the organ in your head that lets you think.,the_term,[strong] term:brain (term_word)
vocab,625,strong,brake,,B2,A brake is a device used to slow or stop a vehicle.,an_term,[strong] term:brake (term_word)
vocab,626,strong,branch,,A2,A branch is the part of a tree with leaves.,an_term,[strong] term:branch (term_word)
vocab,627,strong,brand,,B1,A brand is a type of product made by a particular company.,an_term,[strong] term:brand (term_word)
vocab,628,strong,brass,,B2,Brass is a metal that is used to make musical instruments and ornaments.,term_is,[strong] term:brass (term_word)
vocab,629,strong,brave,,B1,A brave person is not afraid to face pain or danger.,an_term,[strong] term:brave (term_word)
vocab,630,strong,bravery,,B2,Bravery is brave behavior.,term_is,[strong] term:bravery (term_word)
vocab,631,strong,bread,,A1,Bread is a food made from flour and water.,term_is,[strong] term:bread (term_word)
vocab,632,strong,breadth,,B2,Breadth is the distance from one side to the other side of something.,term_is,[strong] term:breadth (term_word)
vocab,633,strong,break,,A1,To break is to separate into pieces.,to_term,[strong] term:break (term_word)
vocab,634,strong,breakdown,,B2,A breakdown is a failure to work correctly.,an_term,[strong] term:breakdown (term_word)
vocab,635,strong,breakfast,,A1,Breakfast is the morning meal.,term_is,[strong] term:breakfast (term_word)
vocab,637,strong,breast,,B2,A breast is one of the two soft parts on a woman’s chest.,an_term,[strong] term:breast (term_word)
vocab,638,strong,breath,,A2,A breath is the air that goes into and out of one’s lungs.,an_term,[strong] term:breath (term_word)
vocab,639,strong,breathe,,A2,To breathe means to let air go in and out of your body.,to_term,[strong] term:breathe (term_word)
vocab,640,strong,breed,,B2,A breed is a group of animals within a species.,an_term,[strong] term:breed (term_word)
vocab,641,strong,breeze,,B1,A breeze is a soft wind.,an_term,[strong] term:breeze (term_word)
vocab,642,strong,brew,,B2,To brew coffee or tea means to pour hot water over it.,to_term,[strong] term:brew (term_word)
vocab,643,strong,bribe,,B2,To bribe someone means to illegally persuade them for a favor with money.,to_term,[strong] term:bribe (term_word)
vocab,644,strong,brick,,B1,"A brick is a block of hard clay that is used for building things, such as walls.",an_term,[strong] term:brick (term_word)
vocab,645,strong,bride,,A2,A bride is a woman on her wedding day.,an_term,[strong] term:bride (term_word)
vocab,646,strong,bridge,,A2,A bridge is something that is built over a river so people can cross it.,an_term,[strong] term:bridge (term_word)
vocab,647,strong,brief,,B2,A brief action lasts a short time.,an_term,[strong] term:brief (term_word)
vocab,648,strong,bright,,A2,"If something is bright, it gives off a lot of light.",if_term,[strong] term:bright (term_word)
vocab,649,strong,brilliant,,B2,A brilliant person is very bright or smart.,an_term,[strong] term:brilliant (term_word)
vocab,650,strong,bring,,A1,To bring is to take something to a place.,to_term,[strong] term:bring (term_word)
vocab,651,strong,brittle,,B2,a brittle substance or object is hard and can easily break into pieces.,an_term,[strong] term:brittle (term_word)
vocab,652,strong,broad,,B2,"Broad means that something is wide, not narrow.",term_means,[strong] term:broad (term_word)
vocab,655,strong,broadcast,,B1,a programme that is broadcast.,,[strong] term:broadcast (term_word)
vocab,658,strong,broadcast,,B2,A broadcast is a television or radio show.,an_term,[strong] term:broadcast (term_word)
vocab,659,strong,broccoli,,A2,Broccoli is a green vegetable with a thick stem and a bunch of dark green tops.,term_is,[strong] term:broccoli (term_word)
vocab,660,strong,brochure,,B2,A brochure is a small magazine with pictures and information about something.,an_term,[strong] term:brochure (term_word)
vocab,661,strong,broken,,A2,Broken means damaged or not working.,term_means,[strong] term:broken (term_word)
vocab,662,strong,broker,,B2,To broker is to arrange or negotiate the details of something for others.,to_term,[strong] term:broker (term_word)
vocab,663,strong,bronze,,B2,Bronze is a brown metal made from copper and tin.,term_is,[strong] term:bronze (term_word)
vocab,664,strong,broom,,B2,A broom is a brush with a long handle used for cleaning floors.,an_term,[strong] term:broom (term_word)
vocab,665,strong,brother,,A1,A brother is a male sibling.,an_term,[strong] term:brother (term_word)
vocab,666,strong,brought,,A1,Brought is the past tense of bring.,term_is,[strong] term:brought (term_word)
vocab,667,strong,brown,,A1,Brown is the color of chocolate or soil.,term_is,[strong] term:brown (term_word)
vocab,668,strong,bruise,,B2,A bruise is a dark mark caused by being hit by something.,an_term,[strong] term:bruise (term_word)
vocab,669,strong,brush,,A2,A brush is a tool with bristles used for painting or cleaning.,an_term,[strong] term:brush (term_word)
vocab,670,strong,brutal,,B2,Brutal means extremely violent or cruel.,term_means,[strong] term:brutal (term_word)
vocab,671,strong,brute,,B2,A brute is someone who behaves or looks like a violent animal.,an_term,[strong] term:brute (term_word)
vocab,672,strong,bubble,,A2,A bubble is a ball of air inside a liquid.,an_term,[strong] term:bubble (term_word)
vocab,673,strong,bucket,,A2,A bucket is a round container to put things in.,an_term,[strong] term:bucket (term_word)
vocab,674,strong,bud,,B2,A bud is a part of a plant that turns into a flower or a leaf.,an_term,[strong] term:bud (term_word)
vocab,675,strong,buddy,,B1,A buddy is a friend.,an_term,[strong] term:buddy (term_word)
vocab,676,strong,budget,,B2,A budget is the amount of money available to spend on something.,an_term,[strong] term:budget (term_word)
vocab,677,strong,buffalo,,B2,A buffalo is a large animal with horns that lives in Africa and Asia.,an_term,[strong] term:buffalo (term_word)
vocab,678,strong,bug,,A2,A bug is a small insect.,an_term,[strong] term:bug (term_word)
vocab,679,strong,build,,A1,To build means to make something by putting parts together.,to_term,[strong] term:build (term_word)
vocab,680,strong,building,,A1,A building is a structure with walls and a roof.,an_term,[strong] term:building (term_word)
vocab,681,strong,built-up,,B2,a built-up area has a lot of buildings in it.,an_term,[strong] term:built-up (term_word)
vocab,682,strong,bulb,,A2,A bulb is the glass part of an electric light.,an_term,[strong] term:bulb (term_word)
vocab,686,strong,bulk,,B2,if something is bought or sold in bulk it is bought or sold in large quantities.,if_term,[strong] term:bulk (term_word)
vocab,687,strong,bull,,A2,A bull is a male cow.,an_term,[strong] term:bull (term_word)
vocab,688,strong,bullet,,B2,A bullet is a small metal object that is shot out of a gun.,an_term,[strong] term:bullet (term_word)
vocab,689,strong,bulletin,,B2,A bulletin is a news report about very recent and important events.,an_term,[strong] term:bulletin (term_word)
vocab,692,strong,bump,,B1,A bump is a small raised area on a surface.,an_term,[strong] term:bump (term_word)
vocab,693,strong,bunch,,B1,A bunch is a group of the same things.,an_term,[strong] term:bunch (term_word)
vocab,694,strong,bundle,,B2,A bundle is a group of things that are tied together.,an_term,[strong] term:bundle (term_word)
vocab,695,strong,burden,,B2,A burden is a serious or difficult responsibility.,an_term,[strong] term:burden (term_word)
vocab,696,strong,bureau,,B2,A bureau is a government department.,an_term,[strong] term:bureau (term_word)
vocab,697,strong,bureaucracy,,B2,A bureaucracy is a group of people who work together to help manage a large business or run a country.,an_term,[strong] term:bureaucracy (term_word)
vocab,699,strong,burglar,,B2,A burglar is someone who breaks into a building to steal things.,an_term,[strong] term:burglar (term_word)
vocab,700,strong,burial,,B2,Burial is the act of putting a dead body into the ground.,term_is,[strong] term:burial (term_word)
vocab,701,strong,burn,,B2,To burn is to use something as a source of energy.,to_term,[strong] term:burn (term_word)
vocab,702,strong,burst,,B2,To burst is to suddenly break open or apart.,to_term,[strong] term:burst (term_word)
vocab,703,strong,bury,,B2,"When you bury something, you put it under the ground or under a lot of other things.",,[strong] term:bury (term_word)
vocab,704,strong,bus,,A1,A bus is a large vehicle that people travel on.,an_term,[strong] term:bus (term_word)
vocab,705,strong,bush,,B1,A bush is a woody plant that is smaller than a tree.,an_term,[strong] term:bush (term_word)
vocab,706,strong,business,,A2,Business is the activity of buying and selling goods and services.,term_is,[strong] term:business (term_word)
vocab,707,strong,busy,,A1,A busy person has a lot of things to do.,an_term,[strong] term:busy (term_word)
vocab,708,strong,but,,A1,But is used to introduce a different idea.,term_is,[strong] term:but (term_word)
vocab,709,strong,butcher,,B2,A butcher is a person who sells meat.,an_term,[strong] term:butcher (term_word)
vocab,710,strong,butler,,B2,A butler is the most important male servant in a wealthy house.,an_term,[strong] term:butler (term_word)
vocab,711,strong,butter,,A2,Butter is a soft yellow food made from cream.,term_is,[strong] term:butter (term_word)
vocab,712,strong,butterfly,,A2,A butterfly is an insect with colorful wings.,an_term,[strong] term:butterfly (term_word)
vocab,713,strong,button,,A2,A button is a small fastener on clothing.,an_term,[strong] term:button (term_word)
vocab,714,strong,buy,,A1,To buy is to get something by paying money.,to_term,[strong] term:buy (term_word)
vocab,715,strong,buzz,,B2,To buzz means to show excitement about something.,to_term,[strong] term:buzz (term_word)
vocab,716,strong,by,,A1,By is used to show who or what did something.,term_is,[strong] term:by (term_word)
vocab,719,strong,cabin,,A2,A cabin is a small wooden house in a forest or camping area.,an_term,[strong] term:cabin (term_word)
vocab,720,strong,cabinet,,A2,A cabinet is a piece of furniture with shelves and doors.,an_term,[strong] term:cabinet (term_word)
vocab,721,strong,cable,,B2,A cable is a thick wire used for electricity or communication.,an_term,[strong] term:cable (term_word)
vocab,722,strong,cafeteria,,A2,A cafeteria is a restaurant where you choose your food and carry it to a table.,an_term,[strong] term:cafeteria (term_word)
vocab,723,strong,café,,B2,A café is a small restaurant where you can buy drinks and simple meals.,an_term,[strong] term:café (term_word)
vocab,724,strong,cage,,B1,A cage is something that holds an animal so it cannot leave.,an_term,[strong] term:cage (term_word)
vocab,725,strong,cake,,A1,"Cake is a sweet dessert made from flour, water, sugar, and eggs.",term_is,[strong] term:cake (term_word)
vocab,726,strong,calculate,,B2,To calculate is to find an answer using math.,to_term,[strong] term:calculate (term_word)
vocab,727,strong,calendar,,A2,"A calendar is a chart that shows the days, weeks, and months of a year.",an_term,[strong] term:calendar (term_word)
vocab,728,strong,calf,,B2,A calf is a young cow.,an_term,[strong] term:calf (term_word)
vocab,729,strong,call,,A1,To call is to say something loudly or to phone someone.,to_term,[strong] term:call (term_word)
vocab,730,strong,calm,,B1,"When someone is calm, they do not get excited or upset.",,[strong] term:calm (term_word)
vocab,731,strong,calorie,,B2,A calorie is a unit of heat used to measure how much energy a food will produce.,an_term,[strong] term:calorie (term_word)
vocab,732,strong,camel,,B2,A camel is a large animal with a long neck and one or two humps on its back.,an_term,[strong] term:camel (term_word)
vocab,733,strong,camera,,A1,A camera is a piece of equipment that takes pictures.,an_term,[strong] term:camera (term_word)
vocab,734,strong,camouflage,,B2,Camouflage is something used to hide people and things.,term_is,[strong] term:camouflage (term_word)
vocab,735,strong,camp,,A2,A camp is a place where people live in tents or simple buildings for a short time.,an_term,[strong] term:camp (term_word)
vocab,736,strong,campaign,,B2,A campaign is a series of actions to achieve a goal.,an_term,[strong] term:campaign (term_word)
vocab,737,strong,campus,,B2,A campus is the grounds and buildings of a school or college.,an_term,[strong] term:campus (term_word)
vocab,738,strong,can,,A1,Can shows that a person or thing has the ability to do an action.,,[strong] term:can (term_word)
vocab,739,strong,canal,,B2,A canal is a path for water to travel through.,an_term,[strong] term:canal (term_word)
vocab,740,strong,cancel,,B1,To cancel means to decide that an event or a request will not happen.,to_term,[strong] term:cancel (term_word)
vocab,741,strong,cancer,,B2,Cancer is a serious disease that causes cells to grow abnormally.,term_is,[strong] term:cancer (term_word)
vocab,742,strong,cancerous,,B2,Cancerous cells are the result of cancer.,,[strong] term:cancerous (term_word)
vocab,743,strong,candidate,,B2,A candidate is a person who is competing to win something such as a job.,an_term,[strong] term:candidate (term_word)
vocab,744,strong,candle,,A2,A candle is a stick of wax that is lit on fire for light or heat.,an_term,[strong] term:candle (term_word)
vocab,745,strong,candy,,A2,Candy is a sweet food made from sugar or chocolate.,term_is,[strong] term:candy (term_word)
vocab,746,strong,cane,,B2,A cane is a long stick used to help someone walk.,an_term,[strong] term:cane (term_word)
vocab,747,strong,cannon,,B2,A cannon is a large gun that fires heavy metal balls.,an_term,[strong] term:cannon (term_word)
vocab,748,strong,canoe,,B2,"A canoe is a long, light boat with pointed ends.",an_term,[strong] term:canoe (term_word)
