dictId,index,term,base,level,definition,matchSummary
vocab,922,classic,,B2,A classic thing is something that is common from the past.,term:classic (term_word)
vocab,923,classical,,B2,Classical music is more formal and serious than popular music.,term:classical (term_word)
vocab,924,classification,,B2,Classification means putting things into categories or groups that have things in common.,term:classification (term_word)
vocab,925,classify,,B2,To classify things is to put them into groups based on their type.,term:classify (term_word)
vocab,926,classroom,,A1,A classroom is a room in a school where students are taught.,term:classroom (term_word)
vocab,927,clause,,B2,A clause is a part of a sentence that has its own subject and verb.,term:clause (term_word)
vocab,928,claw,,B2,A claw is a sharp curved nail on the foot of an animal.,term:claw (term_word)
vocab,929,clay,,B2,"Clay is a type of heavy, wet soil used to make pots.",term:clay (term_word)
vocab,930,clean,,A1,To clean is to make something neat and tidy.,term:clean (term_word)
vocab,931,clear,,A2,To clear is to remove everything from a place.,term:clear (term_word)
vocab,932,clench,,B2,if you clench a part of your body such as your hand or your mouth or if it clenches you close it tightly especially because you are angry or upset.,term:clenches (term_word)
vocab,933,clerk,,B1,A clerk is a type of worker. Clerks in a store help customers.,term:clerks (term_word)
vocab,934,clever,,B1,Clever means smart or quick to understand.,term:clever (term_word)
vocab,936,client,,B1,A client is a person or business that pays another to do a service.,term:client (term_word)
vocab,937,cliff,,B2,A cliff is a high and often flat wall of rock.,term:cliff (term_word)
vocab,938,climate,,B1,A climate is the usual weather in a place.,term:climate (term_word)
vocab,939,climb,,A1,To climb means to use your hands and feet to go up something.,term:climb (term_word)
vocab,940,cling,,B2,To cling to something means to hold onto it tightly.,term:cling (term_word)
vocab,941,clinic,,B2,A clinic is a place where people go for medical treatment.,term:clinic (term_word)
vocab,942,clip,,B2,To clip means to cut something with scissors.,term:clip (term_word)
vocab,943,cloak,,B2,"A cloak is a long, loose piece of clothing without sleeves.",term:cloak (term_word)
vocab,944,clock,,A1,A clock is an instrument that shows the time.,term:clock (term_word)
vocab,945,clockwise,,B2,"If something moves clockwise, it moves in a circle in the same direction as a clock.",term:clockwise (term_word)
vocab,946,close,,A1,To close is to shut something or cover up an opening.,term:close (term_word)
vocab,947,closet,,B1,A closet is a small room used to store things.,term:closet (term_word)
vocab,948,cloth,,B2,Cloth is material used to make clothes.,term:cloth (term_word)
vocab,949,clothes,,A1,Clothes are what people wear to cover their bodies.,term:clothes (term_word)
vocab,950,cloud,,A1,A cloud is a group of water drops in the sky.,term:cloud (term_word)
vocab,951,clover,,B2,Clover is a small plant with three round leaves.,term:clover (term_word)
vocab,952,clown,,A2,A clown is a performer who wears funny clothes and makeup and does tricks to make people laugh.,term:clown (term_word)
vocab,953,club,,A2,A club is a group of people who meet to do an activity.,term:club (term_word)
vocab,954,clue,,B2,A clue is a fact or object that helps solve a mystery or crime.,term:clue (term_word)
vocab,955,clumsy,,B2,"If someone is clumsy, then they are awkward in handling things.",term:clumsy (term_word)
vocab,956,cluster,,B2,A cluster of things is a small group of them placed close together.,term:cluster (term_word)
vocab,958,coach,,A2,A coach is a person who teaches sports.,term:coach (term_word)
vocab,959,coal,,B2,Coal is a hard black material that people burn for heat.,term:coal (term_word)
vocab,960,coalition,,B2,A coalition is a group of people or organizations working for a common purpose.,term:coalition (term_word)
vocab,961,coarse,,B2,"If something is coarse, that means it has a rough texture.",term:coarse (term_word)
vocab,962,coast,,A2,The coast is the land by an ocean.,term:coast (term_word)
vocab,963,coastline,,B2,A coastline is the outline of a country’s coast.,term:coastline (term_word)
vocab,964,coat,,A1,A coat is an outer piece of clothing worn for warmth.,term:coat (term_word)
vocab,965,coconut,,B2,A coconut is a large brown fruit that has a hard shell and white flesh.,term:coconut (term_word)
vocab,966,code,,B2,A code is a set of symbols used to hide or read a message.,term:code (term_word)
vocab,967,coexist,,B2,To coexist with something means to exist with it in the same time and place.,term:coexist (term_word)
vocab,969,coffee,,A1,Coffee is a drink made from roasted coffee beans.,term:coffee (term_word)
vocab,970,coffin,,B2,A coffin is a box used to bury dead people.,term:coffin (term_word)
vocab,971,cognitive,,B2,"If something is cognitive, it is related to learning and knowing things.",term:cognitive (term_word)
vocab,972,coherent,,B2,The parts of a coherent plan fit well together.,term:coherent (term_word)
vocab,973,coherent,,C1,a coherent statement is reasonable and sensible,term:coherent (term_word)
vocab,974,coil,,B2,To coil means to wind into rings or a spiral.,term:coil (term_word)
vocab,975,coin,,B2,To coin is to create a new word or phrase that other people begin to use.,term:coin (term_word)
vocab,976,coincide,,B2,To coincide means to happen at the same time.,term:coincide (term_word)
vocab,978,cold,,A1,Cold means having a low temperature.,term:cold (term_word)
vocab,979,collapse,,B2,To collapse is to fall down suddenly.,term:collapse (term_word)
vocab,980,collar,,B2,A collar is the part of a shirt that goes around the neck.,term:collar (term_word)
vocab,982,colleague,,B2,A colleague is somebody you work with.,term:colleague (term_word)
vocab,983,collect,,A2,To collect means to bring things together from different places.,term:collect (term_word)
vocab,984,collection,,B1,A collection is a group of things that have been gathered together.,term:collection (term_word)
vocab,986,college,,A1,A college is a school for higher education.,term:college (term_word)
vocab,987,collide,,B2,To collide with something means to hit it while moving.,term:collide (term_word)
vocab,988,collision,,B2,A collision is the act of two things hitting into each another.,term:collision (term_word)
vocab,989,colony,,B2,A colony is a country controlled by another country.,term:colony (term_word)
vocab,990,color,,A1,Color is the property of an object that is produced by the way it reflects light.,term:color (term_word)
vocab,991,colt,,B2,A colt is a young male horse.,term:colt (term_word)
vocab,992,column,,B2,"A column is a tall, vertical post often used to support a building.",term:column (term_word)
vocab,994,comb,,A2,A comb is a toothed tool used to arrange hair.,term:comb (term_word)
vocab,995,combat,,B2,Combat is fighting between two people or groups.,term:combat (term_word)
vocab,996,combination,,B2,A combination is a mixture of different things.,term:combination (term_word)
vocab,997,combine,,B2,To combine is to join together to make a single thing or group.,term:combine (term_word)
vocab,998,come,,A1,To come is to move toward a place.,term:come (term_word)
vocab,999,comedy,,A2,Comedy is entertainment that is intended to make people laugh.,term:comedy (term_word)
vocab,1000,comet,,B2,A comet is an object in space made of ice and rock with a tail of glowing dust.,term:comet (term_word)
vocab,1005,comfortable,,B1,"When something is comfortable, it makes you feel relaxed, confident, and not worried.",term:comfortable (term_word)
vocab,1006,comic,,B2,"When something is comic, it is funny.",term:comic (term_word)
vocab,1007,command,,B1,A command is an order given to a person or animal to do something.,term:command (term_word)
vocab,1010,commence,,B2,To commence something means to begin it.,term:commence (term_word)
vocab,1011,comment,,B2,A comment is a remark or opinion about something.,term:comment (term_word)
vocab,1012,commentator,,B2,"A commentator is a person who gives opinions or describes something, often on TV or the radio.",term:commentator (term_word)
vocab,1013,commerce,,B2,Commerce is the activity of buying and selling things.,term:commerce (term_word)
vocab,1014,commercial,,B2,Commercial means related to buying and selling goods and services.,term:commercial (term_word)
vocab,1015,commission,,B2,To commission someone is to pay that person to do some job.,term:commission (term_word)
vocab,1016,commit,,B2,To commit to something is to promise to do it.,term:commit (term_word)
vocab,1017,committee,,B2,A committee is a group of people who meet together to make decisions.,term:committee (term_word)
vocab,1018,commodity,,B2,A commodity is something that can be bought or sold.,term:commodity (term_word)
vocab,1019,common,,A2,"If something is common, it happens often or there is much of it.",term:common (term_word)
vocab,1020,commonplace,,B2,"If something is commonplace, then it is ordinary.",term:commonplace (term_word)
vocab,1021,communal,,B2,"If something is communal, it involves a group of people.",term:communal (term_word)
vocab,1022,communicate,,B1,"When we communicate with others, we talk or write to them.",term:communicate (term_word)
vocab,1023,community,,A2,A community is a group of people who share the same area or interests.,term:community (term_word)
vocab,1029,company,,A2,A company is a business or organization that makes or sells goods or services.,term:company (term_word)
vocab,1030,comparative,,B2,"If something is comparative, it is being judged based on something else.",term:comparative (term_word)
vocab,1031,compare,,B1,To compare means to say how two things are the same and different.,term:compare (term_word)
vocab,1032,comparison,,B2,A comparison is the act of comparing two or more things.,term:comparison (term_word)
vocab,1033,compass,,B2,A compass is an instrument used to find direction.,term:compass (term_word)
vocab,1034,compassion,,B2,Compassion is a feeling of sympathy and concern for others.,term:compassion (term_word)
vocab,1035,compassionate,,B2,"When people are compassionate, they feel pity and sympathy for others.",term:compassionate (term_word)
vocab,1036,compatible,,B2,"When things are compatible, they work well or exist together successfully.",term:compatible (term_word)
vocab,1038,compel,,B2,To compel someone to do something means to force them to do it.,term:compel (term_word)
vocab,1039,compensate,,B2,To compensate is to pay someone for the time they spent doing something.,term:compensate (term_word)
vocab,1041,compete,,B2,To compete means to try to win against others.,term:compete (term_word)
vocab,1042,competence,,B2,Competence is the ability to do something well or effectively.,term:competence (term_word)
vocab,1043,competent,,B2,"If someone is competent, they are able to think or act successfully.",term:competent (term_word)
vocab,1044,competition,,B2,Competition is the act of trying to win against others.,term:competition (term_word)
vocab,1045,compile,,B2,To compile things means to collect a variety of them into a group.,term:compile (term_word)
vocab,1046,complain,,B1,"When you complain, you say that you are unhappy about something.",term:complain (term_word)
vocab,1047,complaint,,B2,A complaint is an expression of unhappiness about something.,term:complaint (term_word)
vocab,1048,complement,,B2,To complement something or someone is to make them better.,term:complement (term_word)
vocab,1049,complete,,A2,Complete means having all the necessary parts.,term:complete (term_word)
vocab,1050,completely,,A2,"Something completely different is very, very different from before.",term:completely (term_word)
vocab,1052,compliance,,B2,Compliance is the act of following a rule or doing what you are supposed to do.,term:compliance (term_word)
vocab,1053,complicate,,B2,To complicate something means to make it harder than necessary.,term:complicate (term_word)
vocab,1054,compliment,,B2,To compliment is to say a nice thing about someone or something.,term:compliment (term_word)
vocab,1055,component,,B2,A component is a part of a larger machine.,term:component (term_word)
vocab,1056,compose,,B2,To compose something is to make it from smaller parts.,term:compose (term_word)
vocab,1057,compound,,B2,A compound is an enclosed area such as a prison or factory.,term:compound (term_word)
vocab,1058,comprehend,,B2,To comprehend something means to understand it.,term:comprehend (term_word)
vocab,1059,comprehensive,,B2,"If something is comprehensive, it has all the details about something else.",term:comprehensive (term_word)
vocab,1060,compress,,B2,To compress something means to press or squeeze it so that it takes up less space.,term:compress (term_word)
vocab,1064,compulsory,,B2,something that is compulsory must be done because of a rule or law,term:compulsory (term_word)
vocab,1065,computer,,A1,A computer is an electronic device for storing and processing data.,term:computer (term_word)
vocab,1066,con,,B2,To con someone is to trick that person into doing something or giving up money.,term:con (term_word)
vocab,1067,conceal,,B2,To conceal something means to hide it.,term:conceal (term_word)
vocab,1068,concede,,B2,To concede is to admit against your wish that something is true.,term:concede (term_word)
vocab,1069,conceive,,B2,To conceive something means to be able to imagine or believe it.,term:conceive (term_word)
vocab,1071,concentrate,,B1,To concentrate is to give one’s full attention to something.,term:concentrate (term_word)
vocab,1073,concept,,B2,A concept is an idea about something.,term:concept (term_word)
vocab,1074,concern,,B1,Concern is a feeling of worry.,term:concern (term_word)
vocab,1075,concert,,A2,A concert is an event where you listen to people play music.,term:concert (term_word)
vocab,1076,concerto,,B2,A concerto is music played with an orchestra but features a solo instrument.,term:concerto (term_word)
vocab,1077,concession,,B2,A concession is something that one person gives up to another.,term:concession (term_word)
vocab,1078,conclude,,B2,To conclude is to arrive at a logical end by looking at evidence.,term:conclude (term_word)
vocab,1079,conclusion,,B1,The conclusion of something is the final part of it.,term:conclusion (term_word)
vocab,1080,concrete,,B2,Concrete is a substance made from stones.,term:concrete (term_word)
vocab,1081,condemn,,B2,To condemn someone means to give them a specific punishment.,term:condemn (term_word)
vocab,1082,condense,,B2,To condense a gas means to make it a liquid.,term:condense (term_word)
vocab,1083,condensed,,B2,"When a liquid is condensed, it is made thicker.",term:condensed (term_word)
vocab,1084,condition,,B1,The condition of someone or something is the state that they are in.,term:condition (term_word)
vocab,1087,confer,,B2,To confer with someone means to discuss something with them to make a decision.,term:confer (term_word)
vocab,1088,conference,,B2,A conference is a formal meeting for discussion.,term:conference (term_word)
vocab,1089,confess,,B2,To confess is to admit a bad or embarrassing truth.,term:confess (term_word)
vocab,1090,confidence,,B1,Confidence is a feeling of certainty or ability.,term:confidence (term_word)
vocab,1091,confident,,B2,Confident people believe that they can do something without failing.,term:confident (term_word)
vocab,1092,confidential,,B2,"If something is confidential, it must be kept secret.",term:confidential (term_word)
vocab,1093,confine,,B2,To confine something is to keep it in one place.,term:confine (term_word)
vocab,1094,confirm,,B2,To confirm is to make sure something is correct.,term:confirm (term_word)
vocab,1096,conflict,,C1,if different ideas or opinions conflict they cannot all be right or cannot all happen,term:conflict (term_word)
vocab,1097,conform,,B2,To conform to rules or laws is to obey them.,term:conform (term_word)
vocab,1100,confuse,,B1,To confuse someone means to make them feel like they are unsure.,term:confuse (term_word)
vocab,1101,congratulate,,B1,To congratulate someone is to tell them that you are happy for them.,term:congratulate (term_word)
vocab,1102,congregate,,B2,To congregate means to gather in one place.,term:congregate (term_word)
vocab,1103,congress,,B2,Congress is a group of leaders in a government.,term:congress (term_word)
vocab,1104,conjunction,,B2,A conjunction is a word that joins together sentences or parts of a sentence.,term:conjunction (term_word)
vocab,1105,connect,,A2,To connect two things means to join them together.,term:connect (term_word)
vocab,1108,conquest,,B2,A conquest is an event by which one country takes over another country.,term:conquest (term_word)
vocab,1109,conscience,,B2,Your conscience is your inner sense of what is right and wrong.,term:conscience (term_word)
vocab,1111,conscious,,B2,"If someone is conscious of something, then they are aware of it.",term:conscious (term_word)
vocab,1112,consecutive,,B2,"When things are consecutive, they happen one after another without interruption.",term:consecutive (term_word)
vocab,1113,consensus,,B2,A consensus is a general agreement among a group of people.,term:consensus (term_word)
vocab,1114,consent,,B2,Consent is permission for something to happen.,term:consent (term_word)
vocab,1118,consequence,,B2,A consequence is a result of a choice or action.,term:consequence (term_word)
vocab,1119,consequent,,B2,Consequent means happening because of a different situation.,term:consequent (term_word)
vocab,1121,conserve,,B2,To conserve something is to protect it from being ruined or used completely.,term:conserve (term_word)
vocab,1123,consider,,B1,To consider something means to think about it.,term:consider (term_word)
vocab,1125,considerate,,B2,"When someone is considerate, they pay attention to the needs of others.",term:considerate (term_word)
vocab,1126,consist,,B2,To consist of certain is to be made of parts or things them.,term:consist (term_word)
vocab,1127,consistency,,B2,Consistency is the state of always behaving in the same way.,term:consistency (term_word)
vocab,1129,console,,B2,To console is to give comfort to a person who feels sad.,term:console (term_word)
vocab,1130,consolidate,,B2,To consolidate means to join or bring together into one thing.,term:consolidate (term_word)
vocab,1131,conspiracy,,B2,A conspiracy is a secret plan that two or more people make together to do something harmful or illegal.,term:conspiracy (term_word)
vocab,1132,constant,,B1,"When an event or action is constant, it happens a lot or all of the time.",term:constant (term_word)
vocab,1133,constantly,,B2,Constantly means doing something on a continuous basis.,term:constantly (term_word)
vocab,1134,constitution,,B2,A constitution is a document of principles for a government.,term:constitution (term_word)
vocab,1135,constrain,,B2,To constrain something means to limit its development.,term:constrain (term_word)
vocab,1137,consult,,B2,To consult means to ask someone for help.,term:consult (term_word)
vocab,1141,consume,,B2,To consume something means to eat or drink it.,term:consume (term_word)
vocab,1143,consumption,,B2,The consumption of food or drink is the act of eating or drinking it.,term:consumption (term_word)
vocab,1144,contact,,B1,To contact people is to speak or write to them.,term:contact (term_word)
vocab,1145,contain,,A2,To contain is to hold or have something.,term:contain (term_word)
vocab,1146,contaminate,,B2,To contaminate something means to put dirty or harmful chemicals into it.,term:contaminate (term_word)
vocab,1148,contemplate,,B2,To contemplate something means to think about it.,term:contemplate (term_word)
vocab,1154,contempt,,B2,Contempt is the feeling of having no respect for something.,term:contempt (term_word)
vocab,1155,contend,,B2,To contend with something means to struggle to overcome it.,term:contend (term_word)
vocab,1156,content,,B1,To be content is to be happy and not want more.,term:content (term_word)
vocab,1159,contest,,A2,A contest is a game or a race.,term:contest (term_word)
vocab,1162,continent,,B2,A continent is one of the seven large areas of land on the Earth.,term:continent (term_word)
vocab,1163,contingent,,B2,A contingent is a set of people that are part of a larger group.,term:contingent (term_word)
vocab,1164,continue,,A2,To continue means to keep doing something.,term:continue (term_word)
vocab,1165,contract,,B2,A contract is a written agreement between two people.,term:contract (term_word)
vocab,1167,contradict,,B2,if one statement piece of evidence story etc contradicts another they disagree and cannot both be true,term:contradicts (term_word)
vocab,1168,contrary,,B2,A contrary thing is the opposite to another thing.,term:contrary (term_word)
vocab,1169,contrast,,B1,A contrast is a sharp difference between two things.,term:contrast (term_word)
vocab,1171,contribute,,B1,To contribute to something means to do something to make it successful.,term:contribute (term_word)
vocab,1172,controversy,,B2,A controversy is a dispute about something that affects many people.,term:controversy (term_word)
vocab,1174,convene,,B2,To convene means to come together for a meeting.,term:convene (term_word)
vocab,1175,convenience,,B2,"If something is done for your convenience, it allows you to do something easily or without any trouble.",term:convenience (term_word)
vocab,1176,convenient,,B2,"When something is convenient, it saves you time or effort.",term:convenient (term_word)
vocab,1177,convention,,B2,A convention is behavior that is considered to be common or polite.,term:convention (term_word)
vocab,1178,conventional,,B2,Conventional means based on what is generally done or believed.,term:conventional (term_word)
vocab,1179,conversation,,A2,A conversation is a talk between two or more people.,term:conversation (term_word)
vocab,1180,conversion,,B2,Conversion is the act of changing something into a different state or form.,term:conversion (term_word)
vocab,1188,convince,,B2,To convince someone means to make that person sure of something.,term:convince (term_word)
vocab,1189,cook,,A1,To cook means to prepare food for eating.,term:cook (term_word)
vocab,1190,cookie,,A2,"A cookie is a small, sweet baked treat.",term:cookie (term_word)
vocab,1191,cooking,,A2,Cooking food involves making it ready to eat.,term:cooking (term_word)
vocab,1192,cool,,A1,"Cool means a little bit cold, but not very cold.",term:cool (term_word)
vocab,1194,cooperate,,B2,To cooperate is to work with someone to achieve something that you both want.,term:cooperate (term_word)
vocab,1195,coordinate,,B2,To coordinate things is to make different parts work together.,term:coordinate (term_word)
vocab,1196,cope,,B2,To cope with a difficult or stressful situation means to deal with it.,term:cope (term_word)
vocab,1197,copper,,B2,Copper is a red-brown metal often used in electric wire and pipes.,term:copper (term_word)
vocab,1198,copy,,A2,To copy means to make something that looks exactly like something else.,term:copy (term_word)
vocab,1199,coral,,B2,"Coral is the hard, colorful material formed by the shells of animals.",term:coral (term_word)
vocab,1200,cord,,B2,"A cord is a thin, flexible string or rope.",term:cord (term_word)
vocab,1201,core,,B2,A core is the main or central part of something.,term:core (term_word)
vocab,1202,cork,,B2,"Cork is a light, soft material that comes from the bark of a tree.",term:cork (term_word)
vocab,1203,corn,,A2,Corn is a tall plant with yellow seeds that are eaten as a vegetable.,term:corn (term_word)
vocab,1204,corner,,A1,A corner is the place where two lines or surfaces meet.,term:corner (term_word)
vocab,1205,corporate,,B2,"If something is corporate, it is related to a large business.",term:corporate (term_word)
vocab,1206,corporation,,B2,A corporation is a large company or business.,term:corporation (term_word)
vocab,1207,corps,,B2,A corps is a division of a military force.,term:corps (term_word)
vocab,1208,corpse,,B2,A corpse is a dead body.,term:corpse (term_word)
vocab,1209,correct,,A2,Correct means right or without error.,term:correct (term_word)
vocab,1210,correlate,,B2,To correlate is to have a close connection to something.,term:correlate (term_word)
vocab,1211,correspond,,B2,To correspond is to match or to be similar to something.,term:correspond (term_word)
vocab,1214,corridor,,B2,A corridor is a narrow passage that leads into other areas.,term:corridor (term_word)
vocab,1215,corrupt,,B2,"If someone is corrupt, they break the law for money or fame.",term:corrupt (term_word)
vocab,1217,cosmopolitan,,B2,"When a place is cosmopolitan, it is full of people from many different places.",term:cosmopolitan (term_word)
vocab,1218,cost,,A2,To cost is to require payment.,term:cost (term_word)
vocab,1219,costume,,A2,A costume is a set of clothes worn to look like someone or something else.,term:costume (term_word)
vocab,1220,cosy,,B2,"If something is cosy, then it is comfortable, warm, and relaxing.",term:cosy (term_word)
vocab,1221,cot,,B2,A cot is a small portable bed.,term:cot (term_word)
vocab,1222,cottage,,B2,"A cottage is a small, old house in the countryside.",term:cottage (term_word)
vocab,1223,cotton,,B2,Cotton is a cloth made from the fibers of the cotton plant.,term:cotton (term_word)
vocab,1224,couch,,A2,"A couch is a long, soft seat that many people can sit on.",term:couch (term_word)
vocab,1225,cough,,A2,To cough is to force air out of your throat with a sudden noise.,term:cough (term_word)
vocab,1226,council,,B2,A council is a group of people who run a city or town.,term:council (term_word)
vocab,1227,counsel,,B2,To counsel someone means to give advice or guidance.,term:counsel (term_word)
vocab,1228,count,,A1,To count means to say numbers in order.,term:count (term_word)
vocab,1229,counter,,A2,A counter is a flat surface in a kitchen or store.,term:counter (term_word)
vocab,1230,counterpart,,B2,A counterpart is something that is very similar to something else in what it does.,term:counterpart (term_word)
vocab,1232,country,,A1,A country is an area of land with the same government and laws.,term:country (term_word)
vocab,1233,countryside,,A2,The countryside is land that is away from cities and towns.,term:countryside (term_word)
vocab,1234,county,,B2,A county is the largest division of a state in a country.,term:county (term_word)
vocab,1235,coup,,B2,A coup is an uprising in which people try to overthrow the government.,term:coup (term_word)
vocab,1236,couple,,A2,A couple is made of two things that go together.,term:couple (term_word)
vocab,1237,courage,,B2,Courage is the feeling of not being afraid.,term:courage (term_word)
vocab,1238,courier,,B2,A courier is someone who takes and delivers mail or packages.,term:courier (term_word)
vocab,1239,course,,A2,A course is a class in school.,term:course (term_word)
vocab,1240,court,,B2,A court is a place where legal trials are held.,term:court (term_word)
vocab,1241,courteous,,B2,Courteous means polite and respectful.,term:courteous (term_word)
vocab,1242,courtesy,,B2,Courtesy is the excellence of manners or social conduct.,term:courtesy (term_word)
vocab,1243,courtyard,,B2,A courtyard is an outdoor area that is surrounded by the walls of a building.,term:courtyard (term_word)
vocab,1244,cousin,,A1,A cousin is the child of one’s aunt and uncle.,term:cousin (term_word)
vocab,1245,cover,,A2,To cover something is to put things over it.,term:cover (term_word)
vocab,1248,cow,,A1,A cow is a large farm animal that gives milk.,term:cow (term_word)
vocab,1249,coward,,B2,A coward is a person who lacks courage to do risky or dangerous things.,term:coward (term_word)
vocab,1250,cozy,,B2,"If something is cozy, then it is comfortable, warm, and relaxing.",term:cozy (term_word)
vocab,1251,crab,,B2,A crab is a sea animal with a hard shell and ten legs.,term:crab (term_word)
vocab,1254,cradle,,B2,A cradle is a baby’s bed that can be rocked.,term:cradle (term_word)
vocab,1258,cram,,B2,To cram things means to put them into a place that can barely contain them.,term:cram (term_word)
vocab,1259,cramp,,B2,A cramp is a strong pain caused by a muscle after a lot of physical use.,term:cramp (term_word)
vocab,1260,crane,,B2,A crane is a tall machine used for lifting heavy objects.,term:crane (term_word)
vocab,1261,crash,,B2,To crash means to hit and break something.,term:crash (term_word)
vocab,1264,craze,,B2,A craze is a brief and popular activity or object.,term:craze (term_word)
vocab,1265,crazy,,A2,Crazy means very foolish or irrational.,term:crazy (term_word)
vocab,1266,cream,,A2,Cream is a thick liquid made from milk.,term:cream (term_word)
vocab,1267,create,,A2,To create means to make something new.,term:create (term_word)
vocab,1268,creation,,B2,A creation is something original that is made.,term:creation (term_word)
vocab,1269,creative,,B2,Creative means having the ability to make new things or think of new ideas.,term:creative (term_word)
vocab,1270,creature,,B2,A creature is an animal or person.,term:creature (term_word)
vocab,1271,credible,,B2,"If something or someone is credible, they can be believed or trusted.",term:credible (term_word)
vocab,1272,credit,,B2,Credit is something good in your favour.,term:credit (term_word)
vocab,1273,creek,,B2,A creek is a stream or small river.,term:creek (term_word)
vocab,1274,creep,,B2,if someone creeps somewhere they move there quietly and slowly.,term:creeps (term_word)
vocab,1275,crew,,B1,A crew is a group of workers.,term:crew (term_word)
vocab,1276,crime,,B2,"If someone commits a crime, he or she does something bad that can be punished by law.",term:crime (term_word)
vocab,1277,criminal,,B2,A criminal is a person who has committed a crime.,term:criminal (term_word)
vocab,1278,cripple,,B2,To cripple someone means to injure them so that they cannot walk properly.,term:cripple (term_word)
vocab,1279,crisis,,B2,A crisis is a difficult time when things are going to either get worse or better.,term:crisis (term_word)
vocab,1280,crisp,,B2,"When food is crisp, it is hard or has a hard surface in a way that is pleasant.",term:crisp (term_word)
vocab,1281,criterion,,B2,A criterion is a standard by which something is judged.,term:criterion (term_word)
vocab,1284,critical,,B2,Critical means expressing disapproval or pointing out faults.,term:critical (term_word)
vocab,1285,criticism,,B2,Criticism is the act of saying that something is not correct or good.,term:criticism (term_word)
vocab,1286,criticize,,B2,To criticize is to say bad things about someone or something.,term:criticize (term_word)
vocab,1287,critique,,B2,To critique means express an opinion about the good and the bad parts of something.,term:critique (term_word)
vocab,1289,crop,,B2,A crop is something produced by the land.,term:crop (term_word)
vocab,1290,cross,,A1,To cross means to go from one side to the other.,term:cross (term_word)
vocab,1292,crow,,B2,A crow is a large black bird.,term:crow (term_word)
vocab,1293,crowd,,A2,A crowd is a large group of people who are together in one place.,term:crowd (term_word)
vocab,1294,crown,,B2,A crown is the hat worn by a king or queen.,term:crown (term_word)
vocab,1295,crucial,,B2,"If something is crucial, it is extremely important to another thing.",term:crucial (term_word)
vocab,1296,crude,,B2,"When something is crude, it is not exact or detailed but can still be useful.",term:crude (term_word)
vocab,1297,cruel,,B2,Cruel means causing pain or suffering to others.,term:cruel (term_word)
vocab,1298,cruise,,B2,A cruise is a vacation on a ship.,term:cruise (term_word)
vocab,1300,crumble,,B2,To crumble means to break or fall apart into small pieces.,term:crumble (term_word)
vocab,1301,crumple,,B2,To crumple means to crush something so that it becomes wrinkled.,term:crumple (term_word)
vocab,1304,crust,,B2,Crust is the tough outer part of a loaf of bread.,term:crust (term_word)
vocab,1305,crutch,,B2,A crutch is a stick that helps someone with a leg injury walk.,term:crutch (term_word)
vocab,1306,cry,,A1,To cry means to produce tears from your eyes because of sadness or pain.,term:cry (term_word)
vocab,1307,crystal,,B2,A crystal is a piece of a solid substance that has a regular shape.,term:crystal (term_word)
vocab,1308,cub,,B2,"A cub is a baby animal, such as a bear or lion.",term:cub (term_word)
vocab,1309,cube,,B2,A cube is a solid object with six square surfaces that are all the same size.,term:cube (term_word)
vocab,1310,cucumber,,A2,"A cucumber is a long, green vegetable with a cool, crisp taste.",term:cucumber (term_word)
vocab,1311,cue,,B2,A cue is a signal to begin something.,term:cue (term_word)
vocab,1312,culprit,,B2,A culprit is someone who has committed a crime or other bad deed.,term:culprit (term_word)
vocab,1313,cultivate,,B2,To cultivate plants is to care for them and help them grow.,term:cultivate (term_word)
vocab,1314,culture,,B1,"Culture is the music, art, and writings of a certain place or group of people.",term:culture (term_word)
vocab,1315,cumulative,,B2,Cumulative describes an increase by adding one after another.,term:cumulative (term_word)
vocab,1316,cup,,A1,A cup is a small container for drinking.,term:cup (term_word)
vocab,1317,cupboard,,B2,A cupboard is a piece of furniture that is used to store food or household items.,term:cupboard (term_word)
vocab,1319,curb,,B2,To curb something means to prevent it from happening or increasing.,term:curb (term_word)
vocab,1320,cure,,B2,A cure is a medical treatment to make a sickness go away.,term:cure (term_word)
vocab,1321,curious,,B2,A curious person or animals wants to know about something.,term:curious (term_word)
vocab,1322,curl,,B2,To curl means to form into a curved shape.,term:curl (term_word)
vocab,1323,currency,,B2,The currency of a country is the type of money used in that country.,term:currency (term_word)
vocab,1324,current,,B2,A current is a steady and constant flow of air or water in a river or ocean.,term:current (term_word)
vocab,1326,curriculum,,B2,A curriculum is the set of courses offered by a school.,term:curriculum (term_word)
vocab,1329,curtain,,B2,A curtain is a cloth hung over a window or used to divide a room.,term:curtain (term_word)
vocab,1330,curve,,B2,To curve is to move in a line that bends and does not go straight.,term:curve (term_word)
vocab,1331,cushion,,B2,A cushion is a soft bag of material used to make a seat more comfortable.,term:cushion (term_word)
vocab,1332,custody,,B2,Custody is the right to take care of someone or something.,term:custody (term_word)
vocab,1333,custom,,B2,A custom is a way of doing things that has been the same for a long time.,term:custom (term_word)
vocab,1334,customer,,B1,A customer is a person who buys something at a store.,term:customer (term_word)
vocab,1335,cut,,A1,To cut is to use a sharp tool to divide something.,term:cut (term_word)
vocab,1336,cute,,A2,Cute means attractive or pretty in a simple way.,term:cute (term_word)
vocab,1337,cycle,,B2,A cycle is a series of events that go in a circle from the end back to the beginning again.,term:cycle (term_word)
vocab,1338,cyclone,,B2,A cyclone is a large storm with heavy rain and winds that spin in a circle.,term:cyclone (term_word)
